Brady,47.0064,-123.5321,1840017357
May Creek,47.8555,-121.6743,1840037857
Clear Lake,48.4561,-122.2378,1840023932
Keller,48.0852,-118.7164,1840023756
Redmond,47.6762,-122.1169,1840019835
Ilwaco,46.3108,-124.0422,1840018470
Mountlake Terrace,47.7921,-122.3076,1840019792
Parker,46.5022,-120.4668,1840023856
Soap Lake,47.3914,-119.4892,1840021102
Grand Mound,46.8053,-123.0119,1840017366
Manchester,47.5519,-122.5517,1840017336
Prairie Heights,47.1529,-122.1048,1840042027
Verlot,48.1002,-121.7679,1840018376
North Omak,48.444,-119.4459,1840037879
Naches,46.7274,-120.6945,1840022318
Summitview,46.598,-120.6514,1840037863
Clover Creek,47.1404,-122.3827,1840041920
Prosser,46.2066,-119.7662,1840019890
Naselle,46.365,-123.8013,1840018467
Rock Island,47.3743,-120.1382,1840019796
Goldendale,45.8192,-120.8233,1840019911
Maltby,47.8027,-122.1044,1840017326
Oak Harbor,48.2965,-122.6331,1840019779
Tanglewilde,47.0512,-122.781,1840037899
Endicott,46.9282,-117.6867,1840021137
Mill Creek East,47.8361,-122.1877,1840041996
Maple Heights-Lake Desire,47.4441,-122.0973,1840073925
Midland,47.1734,-122.412,1840018452
Kingston,47.8014,-122.4989,1840017338
Esperance,47.7937,-122.3469,1840037867
Grays River,46.3608,-123.589,1840023877
Sultan,47.8708,-121.8044,1840021080
La Grande,46.8199,-122.2962,1840023834
Ritzville,47.1254,-118.3808,1840019861
Malott,48.2919,-119.6954,1840025236
Coulee City,47.612,-119.2892,1840022293
Raymond,46.6838,-123.738,1840019881
Wollochet,47.2828,-122.5769,1840023843
Quincy,47.2347,-119.8522,1840019818
Walla Walla East,46.0517,-118.3024,1840074693
Hamilton,48.5282,-121.9834,1840021067
Woodinville,47.7569,-122.1477,1840021121
Bay Center,46.6211,-123.9533,1840017375
Port Townsend,48.122,-122.7872,1840019797
Riverside,48.5047,-119.5102,1840021059
Woodway,47.7903,-122.3851,1840037730
Qui-nai-elt Village,47.2502,-124.1903,1840042034
Stevenson,45.6944,-121.8932,1840021180
Ocean Park,46.4961,-124.0443,1840018468
Port Angeles,48.1142,-123.4565,1840019782
Bonney Lake,47.1789,-122.1698,1840018454
Oroville,48.942,-119.4304,1840019762
Garrett,46.0633,-118.3876,1840017384
Otis Orchards-East Farms,47.703,-117.0854,1840037126
Warm Beach,48.1649,-122.3442,1840018377
Twin Lakes,48.2622,-118.359,1840042118
Conway,48.3357,-122.3444,1840017311
College Place,46.0418,-118.3879,1840018490
Eastmont,47.8968,-122.1817,1840139116
Maple Falls,48.9135,-122.1048,1840017290
Ephrata,47.3119,-119.5344,1840019813
Buena,46.4299,-120.3176,1840023850
Tumwater,46.989,-122.9173,1840021145
Desert Aire,46.6873,-119.9311,1840037611
Lake Holm,47.2986,-122.1335,1840041966
Mukilteo,47.9094,-122.3035,1840019793
Twisp,48.3618,-120.1169,1840022271
Lake Shore,45.6911,-122.6911,1840037873
Keyport,47.6993,-122.6232,1840023797
Lake Stevens,48.0029,-122.096,1840019794
Starbuck,46.5182,-118.1245,1840022325
Harrah,46.4071,-120.5422,1840021156
Hansville,47.8978,-122.5579,1840023796
Carlsborg,48.0842,-123.1697,1840017319
Yelm,46.9398,-122.6261,1840021146
Fenwick Island,38.4603,-75.0542,1840006063
Delmar,38.4651,-75.5552,1840006077
Ardencroft,39.8056,-75.4862,1840005586
Felton,39.0127,-75.5764,1840005806
Hartly,39.1683,-75.7125,1840005808
Pike Creek,39.7485,-75.6953,1840028618
Millville,38.5353,-75.1287,1840006080
Highland Acres,39.1162,-75.5216,1840028616
Rising Sun-Lebanon,39.0999,-75.5048,1840073664
Little Creek,39.1661,-75.4481,1840005818
Magnolia,39.0714,-75.476,1840005819
Greenville,39.7783,-75.6049,1840005572
Elsmere,39.7385,-75.5946,1840005574
Seaford,38.6539,-75.6117,1840006071
Dover Base Housing,39.1179,-75.4839,1840073616
Dagsboro,38.5466,-75.2467,1840006076
Milford,38.9091,-75.4224,1840006069
Bridgeville,38.7247,-75.6027,1840006075
Bellefonte,39.7669,-75.4982,1840005580
